Sr,Stroke No.,Date,Advance Time,Excavation per Stroke,Boring Energy,RPM,Torque,Thrust Force,Speed,Gripper Pressure,Total Revolution,Front Shield Pressure LHS,Front Shield Pressure RHS,Q-Value,Q-Value based,Penetration
2,4785,2016-11-01,26,1.25,7.9,3.8,900.0,3235.0,47.0,188.0,99,48.0,44.0,4.0,5.0,12.3
3,4786,2016-11-01,31,1.53,8.3,4.2,900.0,3359.0,49.0,188.0,130,54.0,47.0,4.0,5.0,11.7
4,4787,2016-11-01,27,1.44,9.1,4.0,1100.0,3006.0,52.0,187.0,108,38.0,30.0,4.0,5.0,12.9
5,4788,2016-11-01,28,1.22,8.0,3.6,900.0,3007.0,44.0,186.0,101,66.0,50.0,4.0,5.0,12.2
6,4789,2016-11-01,26,1.23,9.3,3.6,1100.0,3223.0,46.0,188.0,94,57.0,50.0,4.0,5.0,12.7
7,4790,2016-11-01,26,1.24,9.3,3.6,1100.0,3356.0,46.0,188.0,94,58.0,57.0,4.0,5.0,12.9
8,4791,2016-11-01,27,1.26,10.2,3.6,1200.0,3789.0,46.0,188.0,97,77.0,71.0,4.0,4.0,12.7
9,4792,2016-11-01,27,1.24,9.5,3.6,1100.0,3593.0,45.0,187.0,97,56.0,44.0,4.0,4.0,12.4
10,4793,2016-11-01,26,1.23,10.2,3.7,1200.0,3703.0,47.0,189.0,96,58.0,48.0,4.0,4.0,12.8
11,4794,2016-11-02,34,1.58,10.7,3.8,1200.0,3902.0,46.0,188.0,129,56.0,46.0,4.0,4.0,12.2
12,4795,2016-11-02,21,0.92,9.6,3.9,1000.0,3547.0,44.0,187.0,82,64.0,54.0,4.0,4.0,11.1
13,4796,2016-11-02,32,1.47,12.8,3.9,1400.0,3666.0,46.0,189.0,125,55.0,55.0,4.0,4.0,11.7
14,4797,2016-11-02,30,1.44,10.8,3.9,1200.0,3679.0,47.0,189.0,117,45.0,63.0,4.0,4.0,12.1
15,4798,2016-11-02,26,1.22,10.7,3.5,1300.0,3479.0,46.0,191.0,91,46.0,64.0,4.0,4.0,12.9
16,4799,2016-11-02,27,1.26,8.5,3.6,1000.0,3762.0,46.0,191.0,97,48.0,60.0,4.0,5.0,12.8
17,4800,2016-11-02,26,1.23,8.7,3.7,1000.0,3713.0,46.0,189.0,96,54.0,67.0,4.0,5.0,12.4
18,4801,2016-11-02,26,1.24,8.7,3.7,1000.0,3548.0,46.0,189.0,96,44.0,49.0,4.0,5.0,12.4
19,4802,2016-11-03,23,1.09,12.2,3.7,1400.0,3479.0,46.0,190.0,85,44.0,46.0,4.0,4.0,12.5
20,4803,2016-11-03,27,1.21,10.9,3.7,1200.0,3168.0,44.0,683.0,100,45.0,50.0,4.0,4.0,11.7
21,4804,2016-11-04,30,1.44,9.6,3.8,1100.0,3550.0,47.0,190.0,114,43.0,41.0,4.0,4.0,12.3
22,4805,2016-11-04,25,1.22,9.4,3.7,1100.0,3691.0,47.0,189.0,93,53.0,57.0,4.0,5.0,12.9
23,4806,2016-11-04,25,1.19,6.8,3.7,800.0,3224.0,47.0,189.0,93,46.0,59.0,4.0,5.0,12.8
24,4807,2016-11-04,26,1.25,6.8,3.7,800.0,3167.0,47.0,189.0,96,48.0,51.0,4.0,5.0,12.6
25,4808,2016-11-04,26,1.24,8.5,3.6,1000.0,3104.0,46.0,191.0,94,52.0,48.0,4.0,5.0,12.7
26,4809,2016-11-04,33,1.53,10.4,3.7,1200.0,3441.0,46.0,189.0,122,54.0,52.0,4.0,4.0,12.4
27,4810,2016-11-04,33,1.53,11.6,3.8,1300.0,3264.0,46.0,187.0,125,41.0,39.0,4.0,4.0,12.1
28,4811,2016-11-05,34,1.53,10.9,3.7,1200.0,3417.0,44.0,190.0,126,64.0,42.0,4.0,4.0,11.8
29,4812,2016-11-05,37,1.55,13.6,3.7,1400.0,4321.0,41.0,189.0,137,66.0,46.0,3.0,4.0,11.1
30,4813,2016-11-05,16,0.64,10.5,4.1,900.0,5313.0,38.0,195.0,66,57.0,69.0,3.0,4.0,9.4
31,4814,2016-11-05,23,0.9,9.8,3.8,900.0,5652.0,38.0,209.0,87,50.0,79.0,3.0,4.0,9.9
32,4815,2016-11-05,28,1.23,8.6,3.8,900.0,3914.0,43.0,207.0,106,41.0,54.0,3.0,5.0,11.5
33,4816,2016-11-05,28,1.23,10.3,3.8,1100.0,3877.0,44.0,210.0,106,34.0,40.0,3.0,4.0,11.7
34,4817,2016-11-05,30,1.23,10.7,3.6,1100.0,4494.0,40.0,208.0,108,33.0,59.0,3.0,4.0,10.9
35,4818,2016-11-05,27,1.26,8.1,3.8,900.0,4037.0,46.0,209.0,103,33.0,77.0,3.0,5.0,12.1
36,4819,2016-11-05,26,1.23,9.8,3.8,1100.0,4190.0,46.0,208.0,99,43.0,74.0,4.0,4.0,12.1
37,4820,2016-11-05,26,1.23,8.3,3.9,900.0,4404.0,46.0,210.0,101,45.0,72.0,4.0,5.0,11.9
38,4821,2016-11-06,29,1.25,10.1,4.0,1000.0,4279.0,43.0,207.0,116,53.0,63.0,4.0,4.0,10.8
39,4822,2016-11-06,32,1.22,11.4,4.0,1000.0,3897.0,38.0,204.0,128,61.0,49.0,4.0,4.0,9.4
40,4823,2016-11-06,30,1.19,8.9,4.0,800.0,3448.0,39.0,209.0,120,66.0,58.0,4.0,5.0,9.8
41,4824,2016-11-06,33,1.24,7.6,3.7,700.0,4090.0,37.0,209.0,122,54.0,67.0,4.0,5.0,10.1
42,4825,2016-11-06,26,1.25,5.1,3.7,600.0,3359.0,47.0,206.0,96,60.0,34.0,4.0,5.0,12.6
43,4826,2016-11-06,22,1.22,9.6,4.0,1200.0,3128.0,54.0,206.0,88,77.0,39.0,4.0,4.0,13.2
44,4827,2016-11-07,23,1.23,12.4,4.0,1500.0,2867.0,52.0,209.0,92,61.0,30.0,4.0,4.0,13.0
45,4828,2016-11-07,27,1.44,10.2,4.1,1200.0,2839.0,52.0,207.0,111,81.0,29.0,4.0,4.0,12.7
46,4829,2016-11-07,28,1.22,10.0,3.6,1100.0,3471.0,43.0,206.0,101,78.0,65.0,4.0,4.0,12.0
47,4830,2016-11-07,26,1.26,10.5,3.9,1200.0,3705.0,48.0,207.0,101,52.0,56.0,4.0,4.0,12.4
48,4831,2016-11-07,29,1.25,12.1,4.0,1200.0,4203.0,43.0,210.0,116,54.0,49.0,4.0,4.0,10.8
49,4832,2016-11-07,28,1.24,10.8,3.9,1100.0,3881.0,43.0,208.0,109,45.0,48.0,4.0,4.0,11.2
50,4833,2016-11-08,29,1.24,11.0,3.9,1100.0,3951.0,42.0,208.0,113,56.0,38.0,4.0,4.0,10.9
51,4834,2016-11-08,35,1.54,8.8,3.9,900.0,3983.0,43.0,208.0,137,56.0,47.0,4.0,5.0,11.1
52,4835,2016-11-08,32,1.44,9.3,3.8,1000.0,4232.0,44.0,209.0,122,46.0,45.0,4.0,5.0,11.4
53,4836,2016-11-08,24,1.23,6.8,3.9,800.0,3670.0,50.0,205.0,94,35.0,41.0,4.0,5.0,12.8
54,4837,2016-11-08,26,1.24,6.3,3.8,700.0,3218.0,46.0,207.0,99,36.0,37.0,4.0,5.0,12.2
55,4838,2016-11-08,24,1.24,6.8,3.9,800.0,3629.0,50.0,209.0,94,45.0,55.0,4.0,5.0,12.9
56,4839,2016-11-08,27,1.23,9.1,3.8,1000.0,4081.0,45.0,206.0,103,76.0,69.0,4.0,5.0,11.9
57,4840,2016-11-08,27,1.24,9.4,3.9,1000.0,4470.0,45.0,205.0,105,71.0,70.0,4.0,5.0,11.5
58,4841,2016-11-08,27,1.24,6.8,3.9,700.0,5474.0,44.0,211.0,105,63.0,59.0,4.0,5.0,11.5
59,4842,2016-11-09,26,1.25,6.0,3.8,700.0,3935.0,48.0,208.0,99,56.0,63.0,4.0,5.0,12.7
60,4843,2016-11-09,25,1.23,5.7,3.7,700.0,3238.0,49.0,207.0,93,44.0,58.0,4.0,5.0,13.0
61,4844,2016-11-09,30,-0.05,10.2,3.7,1200.0,3073.0,47.0,206.0,111,36.0,31.0,4.0,4.0,12.5
62,4845,2016-11-09,28,1.23,9.9,3.5,1100.0,4120.0,42.0,207.0,98,69.0,46.0,4.0,4.0,12.0
63,4846,2016-11-09,29,1.25,12.0,3.9,1200.0,4708.0,42.0,209.0,113,63.0,47.0,4.0,4.0,10.9
64,4847,2016-11-09,27,1.25,9.8,3.8,1100.0,4295.0,46.0,208.0,103,34.0,52.0,4.0,4.0,12.0
65,4848,2016-11-10,28,1.24,15.3,3.9,1600.0,4792.0,44.0,208.0,109,31.0,54.0,4.0,3.0,11.3
66,4849,2016-11-10,35,1.21,17.1,3.6,1500.0,4587.0,34.0,210.0,126,50.0,59.0,4.0,3.0,9.3
67,4850,2016-11-10,30,1.24,13.8,3.5,1500.0,4083.0,41.0,208.0,105,48.0,45.0,4.0,3.0,11.5
68,4851,2016-11-10,30,1.24,12.0,3.5,1300.0,3753.0,41.0,208.0,105,36.0,49.0,4.0,4.0,11.7
69,4852,2016-11-10,28,1.21,11.5,3.8,1200.0,3844.0,43.0,209.0,106,39.0,53.0,4.0,4.0,11.3
70,4853,2016-11-11,28,1.25,9.4,3.8,1000.0,4452.0,44.0,207.0,106,50.0,54.0,4.0,4.0,11.3
71,4854,2016-11-11,25,1.25,11.1,4.2,1200.0,4747.0,49.0,208.0,105,40.0,66.0,4.0,4.0,11.6
72,4855,2016-11-11,26,1.25,11.1,3.8,1300.0,4032.0,48.0,208.0,99,32.0,90.0,4.0,4.0,12.4
73,4856,2016-11-11,29,1.44,10.9,3.8,1300.0,3604.0,49.0,208.0,110,31.0,67.0,4.0,4.0,13.1
74,4857,2016-11-11,24,1.22,7.2,3.7,900.0,3265.0,50.0,206.0,89,51.0,57.0,4.0,5.0,13.3
75,4858,2016-11-11,25,1.24,7.5,3.7,900.0,3522.0,48.0,206.0,93,57.0,48.0,4.0,5.0,12.9
76,4859,2016-11-11,25,1.24,6.7,3.7,800.0,4200.0,48.0,207.0,93,52.0,38.0,4.0,5.0,12.9
77,4860,2016-11-11,25,1.22,5.0,3.7,600.0,3861.0,48.0,209.0,93,62.0,52.0,4.0,5.0,12.8
78,4861,2016-11-11,25,1.23,5.6,3.6,700.0,3142.0,49.0,207.0,90,46.0,40.0,4.0,5.0,13.6
79,4862,2016-11-11,26,1.24,7.5,3.7,900.0,3421.0,48.0,206.0,96,48.0,38.0,4.0,5.0,13.0
80,4863,2016-11-11,24,1.24,7.4,3.8,900.0,3071.0,50.0,208.0,91,59.0,41.0,4.0,5.0,13.2
81,4864,2016-11-12,35,1.74,8.2,3.7,1000.0,3515.0,49.0,209.0,130,60.0,37.0,3.0,5.0,13.1
82,4865,2016-11-12,22,1.05,8.3,3.7,1000.0,3360.0,48.0,208.0,81,52.0,48.0,3.0,5.0,12.9
83,4866,2016-11-12,33,1.54,8.7,3.7,1000.0,3751.0,46.0,209.0,122,85.0,52.0,3.0,5.0,12.5
84,4867,2016-11-12,31,-0.09,10.2,3.6,1000.0,3899.0,38.0,210.0,112,85.0,40.0,3.0,4.0,10.6
85,4868,2016-11-12,26,1.23,7.2,3.8,800.0,4119.0,46.0,210.0,99,78.0,36.0,3.0,5.0,12.0
86,4869,2016-11-12,27,1.23,7.4,3.5,900.0,3572.0,46.0,210.0,95,57.0,49.0,3.0,5.0,12.9
87,4870,2016-11-12,26,1.23,9.4,3.4,1200.0,3264.0,47.0,208.0,88,50.0,45.0,3.0,5.0,13.9
88,4871,2016-11-12,27,1.23,10.0,3.4,1200.0,3081.0,44.0,210.0,92,46.0,54.0,3.0,4.0,12.9
89,4872,2016-11-13,28,1.26,9.7,3.6,1100.0,2869.0,44.0,207.0,101,35.0,54.0,3.0,4.0,12.4
90,4873,2016-11-13,30,1.54,6.6,3.8,800.0,2863.0,50.0,198.0,114,31.0,43.0,3.0,4.0,13.3
91,4874,2016-11-13,28,1.44,7.4,3.8,900.0,3001.0,50.0,197.0,106,38.0,55.0,3.0,5.0,13.1
92,4875,2016-11-13,30,1.43,5.0,3.6,600.0,3407.0,47.0,200.0,108,74.0,82.0,3.0,5.0,13.1
93,4876,2016-11-13,25,1.25,8.6,3.6,1100.0,3485.0,50.0,199.0,90,56.0,63.0,3.0,5.0,13.7
94,4877,2016-11-13,32,1.46,8.3,3.9,900.0,4458.0,46.0,197.0,125,71.0,79.0,3.0,5.0,11.6
95,4878,2016-11-13,26,1.23,10.1,3.9,1100.0,4039.0,46.0,197.0,101,41.0,65.0,4.0,4.0,11.8
96,4879,2016-11-14,28,1.23,8.1,3.8,900.0,4029.0,46.0,198.0,106,52.0,49.0,4.0,5.0,12.1
97,4880,2016-11-14,28,1.46,8.5,4.1,1000.0,3642.0,52.0,199.0,115,38.0,36.0,4.0,5.0,12.7
98,4881,2016-11-14,27,1.21,6.7,3.5,800.0,3738.0,45.0,199.0,95,60.0,44.0,4.0,5.0,12.7
99,4882,2016-11-14,25,1.19,9.6,3.7,1100.0,3670.0,46.0,199.0,93,60.0,45.0,4.0,4.0,12.4
100,4883,2016-11-14,27,1.27,6.6,3.5,800.0,3498.0,46.0,197.0,95,53.0,53.0,4.0,5.0,13.4
101,4884,2016-11-14,25,1.23,7.7,3.4,1000.0,3001.0,48.0,200.0,85,46.0,53.0,4.0,5.0,13.9
102,4885,2016-11-14,24,1.23,9.7,4.0,1100.0,2953.0,49.0,195.0,96,49.0,69.0,4.0,4.0,12.3
103,4886,2016-11-15,26,1.23,11.9,4.0,1300.0,3195.0,47.0,197.0,104,32.0,61.0,4.0,4.0,11.6
104,4887,2016-11-15,31,1.43,13.4,3.8,1500.0,3947.0,46.0,198.0,118,46.0,73.0,4.0,4.0,11.9
105,4888,2016-11-15,27,1.24,11.2,3.9,1200.0,3560.0,45.0,196.0,105,33.0,64.0,4.0,4.0,11.5
106,4889,2016-11-16,27,1.23,12.4,3.7,1400.0,3640.0,45.0,198.0,100,26.0,71.0,4.0,4.0,12.1
107,4890,2016-11-16,29,1.25,13.0,3.6,1400.0,3744.0,42.0,198.0,104,24.0,74.0,4.0,4.0,11.6
108,4891,2016-11-16,30,1.24,12.0,3.5,1300.0,3447.0,41.0,198.0,105,29.0,57.0,4.0,4.0,11.7
109,4892,2016-11-16,26,1.1,11.7,3.5,1300.0,3720.0,42.0,198.0,91,59.0,50.0,4.0,4.0,12.1
110,4893,2016-11-16,32,1.45,14.0,3.8,1500.0,4217.0,44.0,198.0,122,39.0,33.0,4.0,3.0,11.6
111,4894,2016-11-16,28,1.26,14.8,4.3,1400.0,5103.0,44.0,198.0,120,48.0,46.0,4.0,3.0,10.2
112,4895,2016-11-16,28,1.24,18.1,4.6,1600.0,5118.0,44.0,199.0,129,71.0,72.0,4.0,2.0,9.7
113,4896,2016-11-16,30,1.24,14.7,4.0,1400.0,4505.0,41.0,198.0,120,73.0,51.0,4.0,3.0,10.3
114,4897,2016-11-16,26,1.26,12.2,3.8,1400.0,3873.0,47.0,199.0,99,67.0,56.0,4.0,4.0,12.6
115,4898,2016-11-16,27,1.28,15.8,4.3,1600.0,4961.0,47.0,198.0,116,56.0,70.0,4.0,3.0,10.8
116,4899,2016-11-16,31,1.24,23.9,4.8,1800.0,6280.0,39.0,216.0,149,56.0,61.0,4.0,2.0,8.2
117,4900,2016-11-17,34,1.23,27.9,4.9,1900.0,6944.0,36.0,217.0,167,74.0,40.0,4.0,2.0,7.2
118,4901,2016-11-17,35,1.25,14.9,4.4,1100.0,5454.0,35.0,215.0,154,63.0,35.0,4.0,3.0,8.0
119,4902,2016-11-17,43,1.44,10.8,4.7,700.0,6485.0,33.0,217.0,202,66.0,48.0,4.0,4.0,7.0
120,4903,2016-11-17,29,1.25,13.0,4.6,1100.0,4902.0,42.0,216.0,133,28.0,79.0,4.0,4.0,9.3
121,4904,2016-11-17,27,1.26,9.9,4.2,1000.0,4026.0,46.0,215.0,113,33.0,82.0,4.0,4.0,11.0
122,4905,2016-11-17,26,1.22,9.1,3.6,1100.0,3331.0,47.0,216.0,94,48.0,61.0,4.0,5.0,13.2
123,4906,2016-11-17,26,1.24,10.8,3.9,1200.0,4231.0,47.0,197.0,101,51.0,47.0,4.0,4.0,12.1
124,4907,2016-11-17,30,1.25,10.3,3.9,1000.0,3016.0,41.0,195.0,117,39.0,32.0,4.0,4.0,10.6
125,4908,2016-11-18,30,1.26,10.7,3.8,1100.0,2617.0,42.0,198.0,114,36.0,33.0,4.0,4.0,11.1
126,4909,2016-11-18,33,1.54,7.0,3.7,800.0,2724.0,46.0,198.0,122,35.0,30.0,4.0,5.0,12.6
127,4910,2016-11-18,18,0.87,8.6,3.8,1000.0,2966.0,48.0,196.0,68,34.0,28.0,4.0,5.0,12.8
128,4911,2016-11-18,40,1.68,7.2,3.4,800.0,2914.0,41.0,200.0,136,37.0,30.0,4.0,5.0,12.0
129,4912,2016-11-18,33,1.52,8.3,3.2,1100.0,2783.0,46.0,199.0,106,39.0,31.0,4.0,5.0,14.5
130,4913,2016-11-18,27,1.23,8.4,3.1,1100.0,2601.0,44.0,189.0,84,37.0,31.0,4.0,5.0,14.2
131,4914,2016-11-18,34,1.52,7.4,3.4,900.0,3040.0,45.0,191.0,116,45.0,35.0,4.0,5.0,13.3
132,4915,2016-11-18,5,0.15,7.9,3.4,600.0,2546.0,28.0,186.0,17,81.0,79.0,4.0,5.0,8.3
133,4916,2016-11-18,24,1.08,8.8,3.5,1000.0,3465.0,43.0,188.0,84,49.0,57.0,4.0,5.0,12.2
